name,minutes,nutrition,n_steps,steps,description,ingredients,ingredients
cheesy  vegan lasagna,75,"[321.4, 16.0, 35.0, 16.0, 26.0, 23.0, 14.0]",15,"['slice carrots and steam , set aside', 'saute parsley and garlic for 1 minute in an oiled pan', 'add carrots and veggie broth', 'simmer uncovered for 5 minutes', 'add tofu , vegan cream cheese , and lemon juice', 'stir well', 'cook over medium heat stirring constantly until ""cheese"" starts to melt', 'stir in nutmeg and nutritional yeast', 'remove from heat', 'keep warm', 'place 3 lasagna noodles in bottom of 11x7 baking dish', 'layer carrot mixture , noodles , tomato sauce and spinach until done', 'top with spaghetti sauce', 'cover and bake 15 minutes at 375 degrees', 'uncover and bake an additional 30 minutes until thoroughly heated']",this is one of the first dishes i served company when i became vegetarian.  everyone was astonished that this cheesy tasting lasagna didn't have any cheese in it!  i originally saw this recipe published by user submission at vegweb.,"['spaghetti sauce', 'spinach leaves', 'carrot', 'fresh parsley', 'garlic cloves', 'vegetable broth', 'firm tofu', 'cream cheese', 'lemon juice', 'nutmeg', 'lasagna noodles', 'nutritional yeast']",12
chic to be greek  salad   from salad creations,10,"[403.2, 28.0, 86.0, 146.0, 44.0, 48.0, 15.0]",3,"['put your lettuce in serving dish and layer the rest of the ingredients on top', 'also at salad creations , what were known for is our chopped salads', 'usually we would chop this up altogether , and then serve it']","this is a greek salad recipe from salad creations. this is the exact ingredients for it, very easy and its good! enjoy!","['romaine lettuce', 'feta cheese', 'pepperoncini peppers', 'red onion', 'black olives']",5
chinese  popcorn,65,"[531.1, 63.0, 7.0, 17.0, 27.0, 51.0, 10.0]",9,"['preheat oven to 250 degrees f', 'in a large shallow roasting pan , combine popcorn , chow mein noodles , and peanuts', 'melt butter', 'add sesame oil , soy sauce , lemon juice , and ginger', 'pour over popcorn mixture', 'toss to coat evenly', 'bake for 1 hour , stirring every 20 minutes', 'spread on paper towels to cool', 'store in airtight container']","this looks like a tasty treat, with a nice asian flair.","['popped corn', 'chow mein noodles', 'peanuts', 'butter', 'sesame oil', 'soy sauce', 'lemon juice', 'ground ginger']",8
chipotle  style chicken burrito bowls,40,"[692.5, 61.0, 29.0, 42.0, 83.0, 84.0, 15.0]",14,"['cut up chicken and add cumin , taco seasoning salt + pepper , paprika , and adobo , set to the side', 'cook rice according to the directions on the box', 'in a large saute or frying pan on med-high heat , estimate and add 2 tablespoons extra virgin olive oil', 'add chicken', 'while chicken is cooking , peel avacados and make guacamole according to package directions', 'refrigerate', 'open cans of black beans , corn , diced tomatoes with chiles and cilantro and put in small bowls', ""if you'd like , you can warm , the can of beans and corn"", ""don't warm the can of diced tomatoes , unless you like warm salsa / tomato mixture"", 'once chicken and rice is done , you can start plating', 'letting everyone add the toppings of their choice is part of the fun of the meal !', 'p', 's', 'suggestion for plating - put shredded lettuce in bowl or plate first - then add rice , then chicken , then toppings']","i love  those chicken burrito bowls at the restaurant chipotle, and this version is just as good - to me and my family anyway! the recipe appears to be long, but it consists of mostly toppings. enjoy!","['black beans', 'sour cream', 'diced tomatoes with chiles and cilantro', 'sweet corn', 'chicken breasts', 'mexican rice', 'fresh cilantro', 'cumin', 'adobo seasoning', 'paprika', 'taco seasoning', 'salt', 'pepper', 'guacamole seasoning mix', 'avocado', 'lettuce', 'cheddar cheese', 'extra virgin olive oil']",18
cloud nine,4,"[148.3, 17.0, 33.0, 3.0, 5.0, 35.0, 3.0]",3,"['mix cream cheese and pineapple juice until well blended', 'add whipped cream and crushed pineapple mix well', 'chill till ready to serve']",light fluffy pineapple salad your sure to love,"['cream cheese', 'whipped cream', 'crushed pineapple', 'pineapple juice']",4
comfort able kamikaze,2,"[109.6, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",2,"['shake for 15 seconds', 'serve straight up or on the rocks , whichever you prefer']","good for those un""comfort""able aches and pains!","['southern comfort', 'triple sec', 'lime juice', 'ice cubes']",4
company  green beans,20,"[135.2, 12.0, 19.0, 6.0, 9.0, 13.0, 4.0]",9,"['cut bacon slices cross-ways into 1 / 2 inch pieces', 'fry bacon in a sauce pan until just crisp', 'remove bacon from pan and let drain on paper towels', 'pour off all but a couple teaspoons of bacon fat', 'add onion to pan and cook just until translucent and soft', ""if using whole tomatoes , cut them up using a sharp knife while they're still in the can"", 'add tomatoes to the pan along with the drained can of green beans', 'add bacon and heat until all ingredients are thoroughly heated', 'serve in small bowls because it\'s kind of ""soupy""']","my grandmother used to fix this when company was coming over, hence the name.  this is a very forgiving recipe where amounts of ingredients can be varied to suit different tastes (want less onion? want more bacon?it's all good).  also, it can be doubled or tripled without any harm.","['bacon', 'onion', 'green beans', 'whole tomatoes']",4
company s coming  rice,50,"[160.2, 9.0, 4.0, 19.0, 7.0, 18.0, 7.0]",5,"['preheat oven to 350 degrees', 'place rice , uncooked , in a baking dish', 'pour in soups , add water chestnuts', 'cut butter into chunks and drop onto soups', 'bake uncovered for 45 minutes or until it is bubbling and top has browned']","it just doesn't get much easier than this fool-proof rice sidedish.  it won't look like much when it goes in the oven, but trust me, it comes out perfect every time.  i've been making it for holiday dinners for years.  it takes 5 minutes or less to throw together and can go in the oven with those other last minute dishes or prepare it ahead and reheat in the microwave at serving time if oven space is a problem.  note:  the original recipe called for 1/2 cup butter but i found that to be excessive.","['rice', 'beef consomme soup', 'french onion soup', 'sliced water chestnuts', 'butter']",5
country style  onion soup,35,"[253.9, 35.0, 9.0, 0.0, 3.0, 73.0, 3.0]",17,"['slice onions in half latitudinally , peel , cut off tops', 'cut in half again , the other way', 'turn on the flat side and cut each quarter into thirds or fourths , to get fairly uniform , fairly thin half-rings of onion', 'in a sturdy saucepan over medium-high heat , melt butter', ""watch carefully to make sure it doesn't separate"", 'just before butter melts completely , add onions', 'cook , stirring fairly frequently , until they are soft , clear , and just on the edge of caramelizing', 'add flour all at once to the middle of the pan', 'carefully and evenly work onions and butter into the flour , stirring constantly , until all onions are completely coated with flour-butter paste', 'cook this mixture , stirring constantly , until it is a medium golden-brown', 'add stock slowly while stirring constantly to avoid lumps', 'add water until soup is just a little thinner than desired consistency', 'salt lightly', 'cover , and bring just to a boil', 'reduce heat to medium', 'simmer , partially covered but vented , about 20 minutes or until soup is desired consistency', 'taste for seasoning and salt to taste']","a light but surprisingly rich onion soup. suitable for a simple lunch or dinner if served with a hearty bread (sourdough is best) and a salad and some milk, or use it as the soup course for a big dinner and impress everyone. my dad calls it ""country style"" because he was served something very like it (although, he thinks, made with chicken or beef stock) while staying with friends in the french countryside. try to find butter with the ingredients ""sweet cream"" or ""cream, salt"" (but unsalted is better); it will taste much better. use home-made veggie stock if possible, or, if you must, canned, but taste carefully before salting in that case!  substitute chicken stock for more protein and a richer taste.","['white onions', 'unsalted butter', 'flour', 'vegetable stock', 'water', 'salt']",6
crabby  bread,35,"[43.8, 6.0, 0.0, 1.0, 3.0, 11.0, 0.0]",24,"['for the body , join 2 rolls together and press into a flat football shape', 'place body on a large sprayed baking sheet', 'with the next roll , cut enough dough off to form 2 small eyes', 'roll each piece into a round ball and place on front of body', 'to secure eyes , stick a small piece of toothpick in each ball and then stick it into the body', 'cut the rest of the roll in half to form 2 arms', 'place each arm to the side of the eyes but before the ends of the body', 'cut another roll in half to form 2 claws', 'then cut each claw off-center almost in half and place at the end of each arm , putting the small part of the claw closest to the body', 'roll the last roll into a 12-inch rope', 'divide rope into 6 equal lengths for the legs', 'arrange 2 legs curving forward and 1 leg curving back on each side', 'tuck legs slightly under the body', 'brush crab with melted butter , cover loosely with plastic wrap and let rise for 30-45 minutes , or til doubled', 'brush crab with beaten egg and sprinkle lightly with paprika', 'bake at 350 for 20 minutes', 'toothpick olive halves onto ends of eyes of dough', 'cut-side facing outward', 'place crab onto lettuce-lined platter', 'place mound of your favorite crab dip between claws', 'surround with decorative shells , crackers and fresh dill sprigs if desired !', 'i made this for me and my hubby for a ""special treat"" lunch ! i\'m allergic to crustaceans , so we had it with my lemon-dilled tuna salad and had a ball ! it was so much fun tearing off the pieces and spreading them with tuna , instead of the plain \'ol plain \'ol tuna sandwiches !', 'you could make a nice seafood appetizer platter with this , too ! shrimp cocktail and fried oysters would be a great addtion !', ""hope ya try it ! :) it's really easy ! and fun !""]","this is so cute!!! place ""crab"" onto lettuce-lined platter with mound of your favorite crab dip, surround with shells and crackers if desired! great for parties, picnics and bbq's!","['rhodes frozen rolls', 'toothpick', 'butter', 'egg', 'paprika', 'pimento stuffed olive', 'crab dip', 'cracker', 'fresh dill sprig']",9
crabby  cracker spread,20,"[130.7, 16.0, 10.0, 12.0, 7.0, 30.0, 1.0]",5,"['mince crabmeat in food proccessor', 'combine all other ingredients and mix well with electric mixer', 'add crab and mix well to combine', 'may be formed into ball , if desired', 'to serve , pour cocktail sauce over top to cover , and serve with wheat thins or triscuit crackers']","i took this spread to a recent party, and it got rave reviews. everyone loved it, and it's pretty simple to make. i recommend making it a few hours before serving so the flavors get to blend. i served with additional cocktail sauce on the side because as it gets eaten, the top layer of sauce tends to disappear.","['cream cheese', 'onions', 'lemon juice', 'worcestershire sauce', 'mayonnaise', 'garlic salt', 'black pepper', 'imitation crabmeat', 'seafood cocktail sauce']",9
crack  lasagna,70,"[274.5, 25.0, 2.0, 25.0, 50.0, 41.0, 2.0]",20,"['brown and crumble sausage in a skillet', 'wash and chop greens', 'remove sausage from pan and drain on paper towels', 'wipe out skillet', 'heat olive oil in skillet and saute garlic', 'add greens to skillet', 'cook uncovered till wilted down', 'add 1 / 3 cup water to skillet', 'cook on low heat covered till greens are tender', 'add the sausage back into the cooked greens', 'set aside 1 / 2 cup to 1 cup of the greens sausage mixture for the top', 'mix cottage cheese , ricotta , pesto and egg together', 'salt and pepper to taste', 'line the bottom of a lasagna pan with the lasagna noodles', 'put half of the sausage / greens mixture on top of noodles followed by ricotta mixture', 'layer with more lasagna noodles', 'top with sausage / greens mixture followed by remaining ricotta mixture', 'place another layer of noodles on top', 'cover with monzerella cheese , reserved sausage / greens mixture and pine nuts if desired', 'bake for 1 / 2 hour till melty and bubbly']","this is a favorite of my family and friends.  one of my former roommates gave it the name ""crack"" lasagna because everyone who has had it is hooked on the stuff.","['sweet italian sausage', 'broccoli rabe', 'olive oil', 'garlic cloves', 'water', 'pesto sauce', 'low fat cottage cheese', 'ricotta cheese', 'egg', 'no-boil lasagna noodles', 'mozzarella cheese', 'pine nuts']",12
